NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
FAM83A-AS1	1	ENSG00000204949	
RHBDL2	1	ENSG00000158315	
RHBDL1	1	ENSG00000103269	
ZBTB7C	1	ENSG00000184828	
HAGLR	1	ENSG00000224189	
CADM3	1	ENSG00000162706	
SRMS	1	ENSG00000125508	
GPR15	1	ENSG00000154165	
GPR12	1	ENSG00000132975	
ABCA6	1	ENSG00000154262	
CADM2	1	ENSG00000175161	
ABCA9	1	ENSG00000154258	
DPY19L3-DT	1	ENSG00000267213	
ABCA8	1	ENSG00000141338	
MYMK	1	ENSG00000187616	
H1-2	1	ENSG00000187837	
H1-5	1	ENSG00000184357	
H1-4	1	ENSG00000168298	
FAM135B	1	ENSG00000147724	
TDP2	1	ENSG00000111802	
GNAO1-DT	1	ENSG00000246379	
HRG	1	ENSG00000113905	
HROB	1	ENSG00000125319	
HAMP	1	ENSG00000105697	
FERMT2	1	ENSG00000073712	
GPR18	1	ENSG00000125245	
GPR19	1	ENSG00000183150	
HRK	1	ENSG00000135116	
LRRC36	1	ENSG00000159708	
GPR27	1	ENSG00000170837	
SRPX	1	ENSG00000101955	
PIGR	1	ENSG00000162896	
GPR26	1	ENSG00000154478	
NCAN	1	ENSG00000130287	
WFIKKN2	1	ENSG00000173714	
MRPL38	1	ENSG00000204316	
PIGZ	1	ENSG00000119227	
TMEM52	1	ENSG00000178821	
PTH1R	1	ENSG00000160801	
RCSD1	1	ENSG00000198771	
JPH1	1	ENSG00000104369	
MAFA-AS1	1	ENSG00000254338	
VSIR	1	ENSG00000107738	
MYPN	1	ENSG00000138347	
LRRC31	1	ENSG00000114248	
JPH4	1	ENSG00000092051	
JPH2	1	ENSG00000149596	
B3GALT1	1	ENSG00000172318	
MYOC	1	ENSG00000034971	
GPR34	1	ENSG00000171659	
MRPL23-AS1	1	ENSG00000226416	
GPR33	1	ENSG00000214943	
TMEM40	1	ENSG00000088726	
GPR31	1	ENSG00000120436	
LRRC43	1	ENSG00000158113	
TMEM37	1	ENSG00000171227	
LRRC7	1	ENSG00000033122	
MYOT	1	ENSG00000120729	
KCNMA1	1	ENSG00000156113	
LRRC9	1	ENSG00000131951	
ZNF239	1	ENSG00000196793	
CCNO-DT	1	ENSG00000251307	
TLR10	1	ENSG00000174123	
LRRC3B	1	ENSG00000179796	
SMTNL2	1	ENSG00000188176	
KANK2	1	ENSG00000197256	
LRRC15	1	ENSG00000172061	
ERVFRD-1	1	ENSG00000244476	
SYBU-AS1	1	ENSG00000248050	
LRRC19	1	ENSG00000184434	
COL11A1	1	ENSG00000060718	
TMEM72	1	ENSG00000187783	
TMEM74	1	ENSG00000164841	
PTGS1	1	ENSG00000095303	
PSMA8	1	ENSG00000154611	
NKILA	1	ENSG00000278709	
NTF4	1	ENSG00000225950	
SRPX2	1	ENSG00000102359	
GPA33	1	ENSG00000143167	
ZNF229	1	ENSG00000278318	
FLNA	1	ENSG00000196924	
PRAME	1	ENSG00000185686	
PABPC1L2B	1	ENSG00000184388	
FLNC	1	ENSG00000128591	
KRTAP2-3	1	ENSG00000212724	
EDIL3-DT	1	ENSG00000250320	
ENSG00000261798	1	ENSG00000261798	
ATRNL1	1	ENSG00000107518	
FOXCUT	1	ENSG00000280916	
HORMAD2-AS1	1	ENSG00000227117	
ENSG00000226571	1	ENSG00000226571	
BYSL	1	ENSG00000112578	
FABP1	1	ENSG00000163586	
FABP2	1	ENSG00000145384	
FABP4	1	ENSG00000170323	
FABP6	1	ENSG00000170231	
RPL22L1	1	ENSG00000163584	
MELTF-AS1	1	ENSG00000228109	
GALNT13-AS1	1	ENSG00000224675	
UGT1A10	1	ENSG00000242515	
LINC01232	1	ENSG00000280734	
SH2D7	1	ENSG00000183476	
LINC02563	1	ENSG00000263520	
UPK2	1	ENSG00000110375	
LINC02560	1	ENSG00000268307	
UCKL1-AS1	1	ENSG00000280213	
F13A1	1	ENSG00000124491	
ZC3HAV1L	1	ENSG00000146858	
LRRC73	1	ENSG00000204052	
CADM3-AS1	1	ENSG00000225670	
SH2D6	1	ENSG00000152292	
SH2D5	1	ENSG00000189410	
LINC02554	1	ENSG00000226741	
TCP11	1	ENSG00000124678	
LINC02557	1	ENSG00000225413	
EPM2A	1	ENSG00000112425	
S100A2	1	ENSG00000196754	
GPR78	1	ENSG00000155269	
S100A1	1	ENSG00000160678	
MYHAS	1	ENSG00000273388	
STON1-GTF2A1L	1	ENSG00000068781	
SLC9A2	1	ENSG00000115616	
FRMD3	1	ENSG00000172159	
SLC9A3	1	ENSG00000066230	
OLFM1	1	ENSG00000130558	
FRMD5	1	ENSG00000171877	
OLFM3	1	ENSG00000118733	
TXLNB	1	ENSG00000164440	
FRMD7	1	ENSG00000165694	
ENSG00000285719	1	ENSG00000285719	
SLC9A9	1	ENSG00000181804	
S100A5	1	ENSG00000196420	
ROR1	1	ENSG00000185483	
LINC01218	1	ENSG00000251636	
S100A3	1	ENSG00000188015	
LINC01219	1	ENSG00000232987	
LINC02544	1	ENSG00000261039	
LINC01213	1	ENSG00000244541	
S100A7	1	ENSG00000143556	
LINC02584	1	ENSG00000254417	
LINC02582	1	ENSG00000261780	
GPR88	1	ENSG00000181656	
TACSTD2	1	ENSG00000184292	
LRRC55	1	ENSG00000183908	
GPR82	1	ENSG00000171657	
SLCO1B1	1	ENSG00000134538	
ENSG00000227857	1	ENSG00000227857	
CRNDE	1	ENSG00000245694	
SLCO1B3	1	ENSG00000111700	
LRRC4C	1	ENSG00000148948	
SLC38A3	1	ENSG00000188338	
LINC02577	1	ENSG00000228742	
SLC38A5	1	ENSG00000017483	
SLC38A4	1	ENSG00000139209	
CATIP-AS1	1	ENSG00000225062	
LVRN	1	ENSG00000172901	
ZBTB16	1	ENSG00000109906	
DCDC2	1	ENSG00000146038	
ZBTB12	1	ENSG00000204366	
B3GALT5	1	ENSG00000183778	
TDH-AS1	1	ENSG00000255020	
CLLU1	1	ENSG00000257127	
LRRC66	1	ENSG00000188993	
MLXIPL	1	ENSG00000009950	
SLCO1A2	1	ENSG00000084453	
NFE2L3	1	ENSG00000050344	
VPS9D1-AS1	1	ENSG00000261373	
LINC01234	1	ENSG00000249550	
LINC02568	1	ENSG00000259459	
FLT3	1	ENSG00000122025	
LRRK2	1	ENSG00000188906	
PRB1	1	ENSG00000251655	
LINC02519	1	ENSG00000226194	
PRB2	1	ENSG00000121335	
PMEPA1	1	ENSG00000124225	
LINC02511	1	ENSG00000248869	
EDIL3	1	ENSG00000164176	
FIRRE	1	ENSG00000213468	
ATP11A-AS1	1	ENSG00000232684	
ENSG00000283982	1	ENSG00000283982	
SLCO1C1	1	ENSG00000139155	
IGHV3OR16-17	1	ENSG00000259680	
TM4SF1-AS1	1	ENSG00000240541	
BIRC7	1	ENSG00000101197	
ITIH5	1	ENSG00000123243	
RETNLB	1	ENSG00000163515	
LINC01210	1	ENSG00000239513	
LINC02541	1	ENSG00000230943	
PCOLCE2	1	ENSG00000163710	
ENSG00000277270	1	ENSG00000277270	
PPM1N	1	ENSG00000213889	
ITIH6	1	ENSG00000102313	
PPM1H	1	ENSG00000111110	
ENSG00000247416	1	ENSG00000247416	
FLVCR2-AS1	1	ENSG00000224721	
BARX2	1	ENSG00000043039	
NTN1	1	ENSG00000065320	
CCL8	1	ENSG00000108700	
TP53INP2	1	ENSG00000078804	
CCL5	1	ENSG00000271503	
CCL3	1	ENSG00000277632	
BEND4	1	ENSG00000188848	
MAPT-IT1	1	ENSG00000279685	
LINC02533	1	ENSG00000260239	
LRRC8E	1	ENSG00000171017	
BEND5	1	ENSG00000162373	
PIRT	1	ENSG00000233670	
MCOLN2	1	ENSG00000153898	
ROR1-AS1	1	ENSG00000223949	
NOVA1	1	ENSG00000139910	
PRC1	1	ENSG00000198901	
TTTY14	1	ENSG00000176728	
C9orf57	1	ENSG00000204669	
LINC02525	1	ENSG00000230269	
LINC02521	1	ENSG00000228718	
C9orf50	1	ENSG00000179058	
VLDLR-AS1	1	ENSG00000236404	
AHCYL2	1	ENSG00000158467	
ZAN	1	ENSG00000146839	
CCNF	1	ENSG00000162063	
SLIT3-AS2	1	ENSG00000254042	
ERFE	1	ENSG00000178752	
AADACL2	1	ENSG00000197953	
SPATA21	1	ENSG00000187144	
SPATA22	1	ENSG00000141255	
CCN6	1	ENSG00000112761	
CCN5	1	ENSG00000064205	
CCN4	1	ENSG00000104415	
FAM53A	1	ENSG00000174137	
CALN1	1	ENSG00000183166	
PAQR8	1	ENSG00000170915	
LINC01186	1	ENSG00000236751	
PAQR4	1	ENSG00000162073	
PAQR5	1	ENSG00000137819	
ANK2	1	ENSG00000145362	
ANK3	1	ENSG00000151150	
EREG	1	ENSG00000124882	
CCAT2	1	ENSG00000280997	
PPP1R3C	1	ENSG00000119938	
SPATA12	1	ENSG00000186451	
ALPK3	1	ENSG00000136383	
WFDC10A	1	ENSG00000180305	
TACR3-AS1	1	ENSG00000251577	
ZG16	1	ENSG00000174992	
WFDC10B	1	ENSG00000182931	
CCNP	1	ENSG00000105219	
STX1A	1	ENSG00000106089	
CCNO	1	ENSG00000152669	
ZFY-AS1	1	ENSG00000233070	
ACE2-DT	1	ENSG00000225833	
PCDH10	1	ENSG00000138650	
PPP1R35	1	ENSG00000160813	
PCDH15	1	ENSG00000150275	
CD1D	1	ENSG00000158473	
CD1C	1	ENSG00000158481	
MIR3142HG	1	ENSG00000253522	
CD19	1	ENSG00000177455	
TSPAN7	1	ENSG00000156298	
SLAMF9	1	ENSG00000162723	
SLAMF7	1	ENSG00000026751	
TSPAN2	1	ENSG00000134198	
SCN3B	1	ENSG00000166257	
TSPAN1	1	ENSG00000117472	
HMGCLL1	1	ENSG00000146151	
SCN3A	1	ENSG00000153253	
LOC105379230	1	ENSG00000254237	
PAG1	1	ENSG00000076641	
PIK3CD-AS1	1	ENSG00000179840	
LRRN3	1	ENSG00000173114	
LRRN2	1	ENSG00000170382	
ADHFE1	1	ENSG00000147576	
XRCC2	1	ENSG00000196584	
PCDH20	1	ENSG00000280165	
ST8SIA3	1	ENSG00000177511	
LRRN4	1	ENSG00000125872	
DCLK1	1	ENSG00000133083	
PNMA8C	1	ENSG00000277531	
ANLN	1	ENSG00000011426	
C5orf34	1	ENSG00000172244	
TRDN-AS1	1	ENSG00000235535	
BPIFB2	1	ENSG00000078898	
BPIFB1	1	ENSG00000125999	
PPP1R1A	1	ENSG00000135447	
PAEP	1	ENSG00000122133	
CD27	1	ENSG00000139193	
ENSG00000253295	1	ENSG00000253295	
CD22	1	ENSG00000012124	
SCN2B	1	ENSG00000149575	
PTPRT	1	ENSG00000196090	
PTPRU	1	ENSG00000060656	
LINC01154	1	ENSG00000257477	
PTPRR	1	ENSG00000153233	
LINC02487	1	ENSG00000203688	
PTGDR2	1	ENSG00000183134	
DIRAS1	1	ENSG00000176490	
LINC01151	1	ENSG00000253819	
DIRAS2	1	ENSG00000165023	
KIF14	1	ENSG00000118193	
ARHGEF4-AS1	1	ENSG00000233221	
SECTM1	1	ENSG00000141574	
KIF12	1	ENSG00000136883	
CTSV	1	ENSG00000136943	
CLEC9A	1	ENSG00000197992	
PTPRH	1	ENSG00000080031	
BRCA2	1	ENSG00000139618	
C5orf46	1	ENSG00000178776	
CCR9	1	ENSG00000173585	
CCR8	1	ENSG00000179934	
CTSG	1	ENSG00000100448	
NFIB-AS1	1	ENSG00000225472	
KIF1A	1	ENSG00000130294	
CD36	1	ENSG00000135218	
LINC02477	1	ENSG00000249425	
CCR2	1	ENSG00000121807	
LINC02474	1	ENSG00000228437	
NXPE4	1	ENSG00000137634	
LYNX1	1	ENSG00000180155	
LINC02475	1	ENSG00000251350	
AVPR1B-DT	1	ENSG00000226780	
ZNRF3-IT1	1	ENSG00000235786	
NXPE1	1	ENSG00000095110	
NXPE2	1	ENSG00000204361	
LINC01141	1	ENSG00000236963	
SORCS1	1	ENSG00000108018	
HBA2	1	ENSG00000188536	
PLAAT2	1	ENSG00000133328	
SORCS3	1	ENSG00000156395	
ANO5	1	ENSG00000171714	
NBPF1	1	ENSG00000219481	
ANO3	1	ENSG00000134343	
RGMA	1	ENSG00000182175	
NR5A1	1	ENSG00000136931	
NCR2	1	ENSG00000096264	
CTU1	1	ENSG00000142544	
NR5A2	1	ENSG00000116833	
CAVIN2-AS1	1	ENSG00000233766	
SAGE1	1	ENSG00000181433	
ATP2A1-AS1	1	ENSG00000260442	
MZB1	1	ENSG00000170476	
LINC02466	1	ENSG00000246876	
PDZRN4	1	ENSG00000165966	
POPDC2	1	ENSG00000121577	
TMPRSS5	1	ENSG00000166682	
TMPRSS3	1	ENSG00000160183	
C5orf64	1	ENSG00000178722	
ENSG00000265246	1	ENSG00000265246	
COL19A1	1	ENSG00000082293	
C5orf67	1	ENSG00000225940	
EXOSC4	1	ENSG00000178896	
CAMK2N2	1	ENSG00000163888	
CREG2	1	ENSG00000175874	
HSF4	1	ENSG00000102878	
GPC2	1	ENSG00000213420	
GPC5	1	ENSG00000179399	
PAK3	1	ENSG00000077264	
RXRG	1	ENSG00000143171	
LINC01169	1	ENSG00000259471	
CLLU1-AS1	1	ENSG00000205057	
LINC01163	1	ENSG00000280953	
AKR1C2	1	ENSG00000151632	
LINC02490	1	ENSG00000259237	
ENSG00000266560	1	ENSG00000266560	
AKR1C4	1	ENSG00000198610	
AKR1C8	1	ENSG00000264006	
NKX2-1-AS1	1	ENSG00000253563	
KIF26B	1	ENSG00000162849	
PKMYT1AR	1	ENSG00000268266	
IL17F	1	ENSG00000112116	
IL17C	1	ENSG00000124391	
LINC01159	1	ENSG00000229743	
IL17A	1	ENSG00000112115	
IL6R-AS1	1	ENSG00000228013	
ERCC6L	1	ENSG00000186871	
GIMAP1	1	ENSG00000213203	
ADAMTS9-AS1	1	ENSG00000241158	
ADAMTS9-AS2	1	ENSG00000241684	
GIMAP6	1	ENSG00000133561	
GIMAP7	1	ENSG00000179144	
GIMAP8	1	ENSG00000171115	
RGS2	1	ENSG00000116741	
KIF5C	1	ENSG00000168280	
FRRS1L	1	ENSG00000260230	
LRRC2-AS1	1	ENSG00000268324	
PALM	1	ENSG00000099864	
KIF5A	1	ENSG00000155980	
SCN9A	1	ENSG00000169432	
BAALC	1	ENSG00000164929	
CYP4F26P	1	ENSG00000226562	
RGS9	1	ENSG00000108370	
PPP1R3B-DT	1	ENSG00000248538	
KIRREL3	1	ENSG00000149571	
SLC30A8	1	ENSG00000164756	
SCARA5	1	ENSG00000168079	
SLC30A2	1	ENSG00000158014	
ATG9B	1	ENSG00000181652	
SLC30A4	1	ENSG00000104154	
LMTK3	1	ENSG00000142235	
MAT1A	1	ENSG00000151224	
RUNDC3B	1	ENSG00000105784	
ATAD3C	1	ENSG00000215915	
NPSR1-AS1	1	ENSG00000197085	
CKLF-CMTM1	1	ENSG00000254788	
DOK7	1	ENSG00000175920	
MASP1	1	ENSG00000127241	
CALCA	1	ENSG00000110680	
ENSG00000286101	1	ENSG00000286101	
NXPH2	1	ENSG00000144227	
SH3PXD2A-AS1	1	ENSG00000280693	
NXPH4	1	ENSG00000182379	
SLC1A1	1	ENSG00000106688	
DDX60	1	ENSG00000137628	
FUT1	1	ENSG00000174951	
MCHR2	1	ENSG00000152034	
NKAPL	1	ENSG00000189134	
MIR4435-2HG	1	ENSG00000172965	
CALD1	1	ENSG00000122786	
CYP11A1	1	ENSG00000140459	
FUT9	1	ENSG00000172461	
NXPH1	1	ENSG00000122584	
WNT2	1	ENSG00000105989	
WNT3	1	ENSG00000108379	
PRPH	1	ENSG00000135406	
NIBAN1	1	ENSG00000135842	
NIBAN3	1	ENSG00000167483	
ITPRID1	1	ENSG00000180347	
GGT6	1	ENSG00000167741	
HBG2	1	ENSG00000196565	
INHBB	1	ENSG00000163083	
INHBA	1	ENSG00000122641	
CALHM3	1	ENSG00000183128	
IL2	1	ENSG00000109471	
INHBE	1	ENSG00000139269	
COL5A1	1	ENSG00000130635	
FMC1	1	ENSG00000164898	
KIF4B	1	ENSG00000226650	
COL5A2	1	ENSG00000204262	
LINC00702	1	ENSG00000233117	
PRR7	1	ENSG00000131188	
CPXM2	1	ENSG00000121898	
AFF3	1	ENSG00000144218	
PRR9	1	ENSG00000203783	
ACSM2B	1	ENSG00000066813	
AFF2	1	ENSG00000155966	
B4GALT1-AS1	1	ENSG00000233554	
CALB2	1	ENSG00000172137	
H2BC26	1	ENSG00000196890	
CPXM1	1	ENSG00000088882	
B3GALT5-AS1	1	ENSG00000184809	
SAXO5	1	ENSG00000198723	
MAGEA4-AS1	1	ENSG00000229967	
PLA2G4E	1	ENSG00000188089	
SSTR2	1	ENSG00000180616	
SSTR3	1	ENSG00000278195	
SSTR4	1	ENSG00000132671	
H2BC18	1	ENSG00000203814	
SSTR5	1	ENSG00000162009	
TMIGD3	1	ENSG00000121933	
TMIGD1	1	ENSG00000182271	
TMIGD2	1	ENSG00000167664	
H2BC10	1	ENSG00000278588	
SCN4A	1	ENSG00000007314	
ZP3	1	ENSG00000188372	
INA	1	ENSG00000148798	
SCN4B	1	ENSG00000177098	
SAXO3	1	ENSG00000268655	
NPY2R-AS1	1	ENSG00000250538	
DDX25	1	ENSG00000109832	
CLCN1	1	ENSG00000188037	
AURKA	1	ENSG00000087586	
PDLIM3	1	ENSG00000154553	
CLMP	1	ENSG00000166250	
SH3TC2	1	ENSG00000169247	
SCN7A	1	ENSG00000136546	
TAS1R1	1	ENSG00000173662	
PLA2G2F	1	ENSG00000158786	
GALNT6	1	ENSG00000139629	
S100G	1	ENSG00000169906	
R3HDML	1	ENSG00000101074	
PLA2G2C	1	ENSG00000187980	
S100B	1	ENSG00000160307	
MYO16-AS1	1	ENSG00000236242	
MAPK15	1	ENSG00000181085	
MAPK10	1	ENSG00000109339	
DOCK7-DT	1	ENSG00000235545	
CYP24A1	1	ENSG00000019186	
CLCN4	1	ENSG00000073464	
SBK1	1	ENSG00000188322	
FAM131C	1	ENSG00000185519	
S100P	1	ENSG00000163993	
PMFBP1	1	ENSG00000118557	
GS1-204I12.4	1	ENSG00000261729	
LINC01990	1	ENSG00000273125	
CNTFR	1	ENSG00000122756	
LINC01992	1	ENSG00000260019	
LINC01991	1	ENSG00000224187	
SERPINE1	1	ENSG00000106366	
COL12A1	1	ENSG00000111799	
STMN2	1	ENSG00000104435	
RAX	1	ENSG00000134438	
STMN4	1	ENSG00000015592	
CHKB-CPT1B	1	ENSG00000254413	
RXFP3	1	ENSG00000182631	
ENSG00000230725	1	ENSG00000230725	
LINC00659	1	ENSG00000228705	
TMEM92-AS1	1	ENSG00000251179	
GREP1	1	ENSG00000262152	
GNAT1	1	ENSG00000114349	
LINC00658	1	ENSG00000226995	
LINC01982	1	ENSG00000263317	
LINC01985	1	ENSG00000227260	
PRIMA1	1	ENSG00000175785	
LINC01980	1	ENSG00000225548	
SERPINF2	1	ENSG00000167711	
LARP4B-DT	1	ENSG00000229869	
ENSG00000287629	1	ENSG00000287629	
SOX14	1	ENSG00000168875	
HOGA1	1	ENSG00000241935	
LCE1E	1	ENSG00000186226	
SOX10	1	ENSG00000100146	
LCE2A	1	ENSG00000187173	
ENSG00000249341	1	ENSG00000249341	
LINC00648	1	ENSG00000259129	
PRR19	1	ENSG00000188368	
LINC01979	1	ENSG00000262585	
LGALS12	1	ENSG00000133317	
ANOS1	1	ENSG00000011201	
CLPSL1	1	ENSG00000204140	
FDX2	1	ENSG00000267673	
LINC01976	1	ENSG00000261514	
LINC01975	1	ENSG00000263312	
LINC01978	1	ENSG00000262188	
CLPSL2	1	ENSG00000196748	
LINC01977	1	ENSG00000262772	
HOXB8	1	ENSG00000120068	
LINC00640	1	ENSG00000258479	
LINC01971	1	ENSG00000278200	
TSPYL5	1	ENSG00000180543	
HPAT5	1	ENSG00000280707	
LINC00682	1	ENSG00000245870	
C4orf50	1	ENSG00000181215	
LINC00683	1	ENSG00000266256	
HOXD1	1	ENSG00000128645	
ENDOD1	1	ENSG00000149218	
SKA3	1	ENSG00000165480	
POU2F2-AS2	1	ENSG00000259436	
POU5F1B	1	ENSG00000212993	
ENSG00000230746	1	ENSG00000230746	
TERT	1	ENSG00000164362	
GALR1	1	ENSG00000166573	
NQO1-DT	1	ENSG00000262136	
HBQ1	1	ENSG00000086506	
DDX3ILA1	1	ENSG00000232756	
S100A11	1	ENSG00000163191	
ELANE	1	ENSG00000197561	
C4orf54	1	ENSG00000248713	
ENSG00000264985	1	ENSG00000264985	
LINC00670	1	ENSG00000179136	
CDC6	1	ENSG00000094804	
FOXG1-AS1	1	ENSG00000257126	
ISX	1	ENSG00000175329	
KCNK15-AS1	1	ENSG00000244558	
HOXC-AS2	1	ENSG00000250133	
TNFSF4	1	ENSG00000117586	
SSPN	1	ENSG00000123096	
TNFSF9	1	ENSG00000125657	
REN	1	ENSG00000143839	
PRR33	1	ENSG00000283787	
PRR36	1	ENSG00000183248	
LINC01996	1	ENSG00000261863	
PRR35	1	ENSG00000161992	
MYOM1	1	ENSG00000101605	
ENSG00000285872	1	ENSG00000285872	
TCF24	1	ENSG00000261787	
TCF21	1	ENSG00000118526	
HIF3A	1	ENSG00000124440	
FMN2	1	ENSG00000155816	
SERPINA9	1	ENSG00000170054	
PRSS22	1	ENSG00000005001	
SERPINA7	1	ENSG00000123561	
SERPINA4	1	ENSG00000100665	
AGK-DT	1	ENSG00000261570	
PRSS21	1	ENSG00000007038	
MYOM3	1	ENSG00000142661	
ENSG00000260573	1	ENSG00000260573	
FCRLA	1	ENSG00000132185	
C11orf98	1	ENSG00000278615	
TRIM9	1	ENSG00000100505	
TRIM7	1	ENSG00000146054	
CSRP1	1	ENSG00000159176	
LINC00616	1	ENSG00000248307	
NUF2	1	ENSG00000143228	
RSPO2	1	ENSG00000147655	
LINC01942	1	ENSG00000253428	
RSPO1	1	ENSG00000169218	
TIGD1	1	ENSG00000221944	
SERPINB3	1	ENSG00000057149	
FCRL1	1	ENSG00000163534	
MIOX	1	ENSG00000100253	
FCRL2	1	ENSG00000132704	
SERPINB4	1	ENSG00000206073	
TIGD4	1	ENSG00000169989	
SERPINB2	1	ENSG00000197632	
FCRL5	1	ENSG00000143297	
TESC	1	ENSG00000088992	
TNNC1	1	ENSG00000114854	
FCRL3	1	ENSG00000160856	
FCRL4	1	ENSG00000163518	
UCA1-AS1	1	ENSG00000267308	
TMT1A	1	ENSG00000185432	
PAX5	1	ENSG00000196092	
BAAT	1	ENSG00000136881	
SERPINB7	1	ENSG00000166396	
PAX2	1	ENSG00000075891	
SERPINB5	1	ENSG00000206075	
C11orf86	1	ENSG00000173237	
CD200R1	1	ENSG00000163606	
PAX7	1	ENSG00000009709	
PAX9	1	ENSG00000198807	
RGR	1	ENSG00000148604	
ZNF114	1	ENSG00000178150	
IVL	1	ENSG00000163207	
PHLPP2	1	ENSG00000040199	
CCL14	1	ENSG00000276409	
CCL13	1	ENSG00000181374	
AHNAK	1	ENSG00000124942	
MIR2052HG	1	ENSG00000254349	
CEP72-DT	1	ENSG00000249650	
AFP	1	ENSG00000081051	
SBSN	1	ENSG00000189001	
PRSS51	1	ENSG00000253649	
CHRND	1	ENSG00000135902	
MIR503HG	1	ENSG00000223749	
CHRNG	1	ENSG00000196811	
LINC01968	1	ENSG00000237222	
C17orf78	1	ENSG00000278505	
ALKAL2	1	ENSG00000189292	
LINC01967	1	ENSG00000235493	
CCL19	1	ENSG00000172724	
ALKAL1	1	ENSG00000196711	
RHBG	1	ENSG00000132677	
RPRM	1	ENSG00000177519	
CCL15	1	ENSG00000275718	
CCL25	1	ENSG00000131142	
AOC3	1	ENSG00000131471	
CCL24	1	ENSG00000106178	
LGALS7B	1	ENSG00000178934	
AOC1	1	ENSG00000002726	
CCL23	1	ENSG00000274736	
SERPIND1	1	ENSG00000099937	
CCL21	1	ENSG00000137077	
CCL20	1	ENSG00000115009	
ENSG00000230709	1	ENSG00000230709	
FMO2	1	ENSG00000094963	
C14orf180	1	ENSG00000184601	
ENSG00000249328	1	ENSG00000249328	
SQLE-DT	1	ENSG00000253513	
GPR3	1	ENSG00000181773	
FMO4	1	ENSG00000076258	
PRSS33	1	ENSG00000103355	
FMO5	1	ENSG00000131781	
GTF2H4	1	ENSG00000213780	
AGT	1	ENSG00000135744	
PRSS41	1	ENSG00000215148	
PRKG2-AS1	1	ENSG00000251059	
LINC00626	1	ENSG00000225826	
MORN5	1	ENSG00000185681	
MORN3	1	ENSG00000139714	
LINC01954	1	ENSG00000271952	
RHAG	1	ENSG00000112077	
NOTUM	1	ENSG00000185269	
INHA	1	ENSG00000123999	
CCL28	1	ENSG00000151882	
GALNT9-AS1	1	ENSG00000256943	
CCL26	1	ENSG00000006606	
BRDT	1	ENSG00000137948	
LINC00621	1	ENSG00000262619	
CHRM2	1	ENSG00000181072	
CLXN	1	ENSG00000034239	
TUSC8	1	ENSG00000237361	
LINC02441	1	ENSG00000256643	
LOC101929106	1	ENSG00000198491	
ATP8A2	1	ENSG00000132932	
CLEC4M	1	ENSG00000104938	
CTNND2	1	ENSG00000169862	
CHRM4	1	ENSG00000180720	
CDH7	1	ENSG00000081138	
RPH3A	1	ENSG00000089169	
BRPF3-AS1	1	ENSG00000246982	
CDH4	1	ENSG00000179242	
CDH3	1	ENSG00000062038	
TUBB3	1	ENSG00000258947	
C17orf99	1	ENSG00000187997	
CLEC5A	1	ENSG00000258227	
KRTAP3-3	1	ENSG00000212899	
KRTAP3-2	1	ENSG00000212900	
LINC01102	1	ENSG00000235597	
KRTAP3-1	1	ENSG00000212901	
LINC02433	1	ENSG00000234111	
RPTN	1	ENSG00000215853	
SSX1	1	ENSG00000126752	
LINC02435	1	ENSG00000251526	
IGFBP1	1	ENSG00000146678	
LINC02430	1	ENSG00000250252	
LINC02432	1	ENSG00000248810	
SEMA6A	1	ENSG00000092421	
SEMA6D	1	ENSG00000137872	
GPT2	1	ENSG00000166123	
PURPL	1	ENSG00000250337	
KCNIP1-OT1	1	ENSG00000253647	
C2orf27A	1	ENSG00000287151	
MOB3B	1	ENSG00000120162	
ARMCX1	1	ENSG00000126947	
LINC02427	1	ENSG00000271538	
LINC02428	1	ENSG00000248740	
RHCG	1	ENSG00000140519	
CLEC4F	1	ENSG00000152672	
LINC02463	1	ENSG00000257683	
LINC01132	1	ENSG00000227630	
LINC01133	1	ENSG00000224259	
MINDY4	1	ENSG00000106125	
VTCN1	1	ENSG00000134258	
LMNTD2-AS1	1	ENSG00000254815	
RHEX	1	ENSG00000263961	
KLC3	1	ENSG00000104892	
STX5-DT	1	ENSG00000256690	
RAD51AP2	1	ENSG00000214842	
IGFBP6	1	ENSG00000167779	
NKX6-1	1	ENSG00000163623	
LINC01124	1	ENSG00000222033	
DSCR9	1	ENSG00000230366	
LINC02452	1	ENSG00000283422	
LINC01121	1	ENSG00000205054	
ATP8B1	1	ENSG00000081923	
NACA2	1	ENSG00000253506	
LOC101929130	1	ENSG00000283175	
MAFA	1	ENSG00000182759	
ZZEF1	1	ENSG00000074755	
GOSR2-DT	1	ENSG00000261886	
RCAN2	1	ENSG00000172348	
ITGA11	1	ENSG00000137809	
VAC14-AS1	1	ENSG00000214353	
NACAD	1	ENSG00000136274	
DHCR7	1	ENSG00000172893	
SCYGR4	1	ENSG00000284631	
LINC02447	1	ENSG00000245468	
LINC02446	1	ENSG00000256039	
ALK	1	ENSG00000171094	
ANKRD33B	1	ENSG00000164236	
SRXN1	1	ENSG00000271303	
C16orf46	1	ENSG00000166455	
DUSP15	1	ENSG00000149599	
CSAG1	1	ENSG00000198930	
PANK1-AS1	1	ENSG00000232936	
DUSP14	1	ENSG00000276023	
HYDIN	1	ENSG00000157423	
ENSG00000288063	1	ENSG00000288063	
C4orf36	1	ENSG00000163633	
ENSG00000288062	1	ENSG00000288062	
AMH	1	ENSG00000104899	
